title,year,mileage,price,price_text,condition,location,postcode,shipping,listing_type,sold_date,bids,seller,url,image_url,scraped_at,proxy_used
2015 Ford Transit Connect 230 Crew Cab LWB,2015.0,,3350.0,"£3,350.00",Pre-owned,N/A,,N/A,Auction,N/A,1.0,victoria.-29 (35) 100%,https://www.ebay.co.uk/itm/388385104787?_skw=ford+transit&itmmeta=01JW37PT28VSSGNSB0E1NZ4KZ4&hash=item5a6d8e6393:g:xnwAAOSw0-ZoD0Is&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1fy2kU%2FVxy47WqHk9V%2B%2FTA4S5m%2B4U0ol5%2BusOO4%2B66bYopIlL5b%2BZHJmhuMOWQZ98MhpOYKPwx0vn21J57NmlDAusDulUbiYoCe%2BRAfSzy5YHpEz2x2Bgzdta23DI7FbRGpp7uXJV28MkYUkv%2BJ%2Feti3SdZlr9YCM9pP67Na08WsLBPchHHZRy7dZ0G9%2FRBYbq8k6zojHUmGttGJoY3mP9N5A0s6SmXK1qgVNjvBjxgOsQJ7DW83VZU0ekthOfkrvU%3D%7Ctkp%3ABk9SR6Kh2-fgZQ,https://i.ebayimg.com/images/g/xnwAAOSw0-ZoD0Is/s-l500.webp,2025-05-25T09:07:26.314232,
Ford Transit Van,,,2500.0,"£2,500.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,2862emilyb (521) 100%,https://www.ebay.co.uk/itm/197318316725?_skw=ford+transit&itmmeta=01JW37PT28VS7WDXE7HK8SHHQE&hash=item2df11692b5:g:jgIAAOSwzhFoJN0f&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cvVAFimVarVheoBWZN1j2E0bYJI0l2y%2B1SLe3kk2jJKGcS0gr7XpdA2ZEpatoc90yZvbQD0myJWPu%2FYA80wh2waWOuXrCu3IeeTwflMI%2FLyo23QA9Bgk9uhK0SiDEgr%2FnmWFygfD9%2Fpa8u98Vvs1z0tsX6H2FSGLhtvoQ4m%2F0sPxGC1AM%2Fjz3BgZMJSUwlcpVu9ske2BPHWIclRQqzN1fj1j3QxV1GEJVQUiOpcmz%2Fs%2FNvROP66wRuPUAbzI7Y6m4%3D%7Ctkp%3ABk9SR6Kh2-fgZQ,https://i.ebayimg.com/images/g/jgIAAOSwzhFoJN0f/s-l500.webp,2025-05-25T09:07:26.342073,
Ford Transit King Cab Tipper,,,1500.0,"£1,500.00",N/A,N/A,,N/A,Buy It Now,N/A,,odessa_farm (131) 100%,https://www.ebay.co.uk/itm/177077575424?_skw=ford+transit&itmmeta=01JW37PT28AAZT9ZB6RPJ9KX0C&hash=item293aa55f00:g:Dw0AAeSwLwBoEi0D&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dwLAC5eG740%2B8PYvso9VOrKhZVDxGoeRXYzDtNiHVTwGQDHpYVSC20FCxwmsmZSXUEaJmqXoHpQjDe%2F3tBFjSveVuV8YvpByEKyeiydLOTUUn21TC%2B6WTsVjHTAIPKMEteCHVJQ5M7%2BGYkMgIjWGvd9zlikCS3J9nQdmKDtLFc%2B2a04Qrqdxm%2BC%2BrfMeou%2BMrOYLH9hOt9pfJUq%2FFRndKIMXHizhcmbFM1coL3uEGqhBczTEgLhjBtga%2BsISSMCCnqbdSR4MQaLDwkaQdodxqWSGrPa0u0B5E3rVDIuXgJpA%3D%3D%7Ctkp%3ABk9SR6Kh2-fgZQ,https://i.ebayimg.com/images/g/Dw0AAeSwLwBoEi0D/s-l500.webp,2025-05-25T09:07:26.368665,
2019 Ford Transit Custom CREW-CAB LIMITED 130PS LWB - NO VAT - ROOF RACK- TOWBAR,2019.0,,13795.0,"£13,795.00",2019 Ford Transit Custom Crew-Cab 2.0 320 LIMITED 130PS,N/A,,N/A,Buy It Now,N/A,,mcr4548 (95) 100%,https://www.ebay.co.uk/itm/376224494134?_skw=ford+transit&itmmeta=01JW37PT28CFS0G8GZXRQKJ9CT&hash=item5798ba3236:g:~XkAAOSwQc5n7FqR&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1f161S%2B6Fa4dHjgvZHFGErl%2FWbFYEMCVKFY5EoxxScR6V8n2gfNA49JsQnLdGCkWqfTv3GqLKUOpTgsgSpj1ktrUnncT9RYSSkX4w3POPd7NVkLOpjy5EAdQIv8HyxHpim0zyPKqCZMItbRDsgGk2FaLfVpE1NgVWFZBY6fBLjW6Uf0bb92qVV0xphnBsp1PrsSPKz7Ezuj3Xi0tu1d346dOql%2FeujZi%2Be4j2lGaSQZUPEjaJmZdf6dK20MZCdlptVF8UbDv50I%2BNpTKEmXZfSv08BdT0kPP85P9%2Fgjdu5ckA%3D%3D%7Ctkp%3ABk9SR6Kh2-fgZQ,https://i.ebayimg.com/images/g/~XkAAOSwQc5n7FqR/s-l500.webp,2025-05-25T09:07:26.396131,
2017 Ford Transit Trend,2017.0,,3100.0,"£3,100.00",Pre-owned,N/A,,N/A,Auction,N/A,2.0,lj2oo8 (662) 100%,https://www.ebay.co.uk/itm/116593320096?_skw=ford+transit&itmmeta=01JW37PT28KFZK0X1J8XWWSDD5&hash=item1b2580e0a0:g:v6UAAOSwkx1oG9am&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1d7c0--qDqL5YyRJ5UBhyGiZ6TYaUePml0UniRzf4MheesjeJ61kKf3dm37JLBO0WHe%2BcU%2BZZHrW0Fx9HEF9I9pUtZaU5xKrIvCJ4tv%2F76cNnUOn6od3c2jvsbVirrHVqMj0ek4j8AkmkXGsSwq379Oza8JRqbLPwdEFGz48uJoq8Ul5oUWpJVFRDxH7MBIrFeiBM%2FlOmBTEhGCeRM2BQQfHmIzTUnrcib5jseNm4tJWn%2Bew8ZlGpA5WVztBohmCsOeePHAIMOsNAKBZTH67tONF1OiI0q1kOdlE04anC4CNw%3D%3D%7Ctkp%3ABk9SR6Kh2-fgZQ,https://i.ebayimg.com/images/g/v6UAAOSwkx1oG9am/s-l500.webp,2025-05-25T09:07:26.426654,
Ford Transit,,,9000.0,"£9,000.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,007bond*james (143) 80%,https://www.ebay.co.uk/itm/236102304216?_skw=ford+transit&itmmeta=01JW37PT287P2SNWS5ZN3J0XEF&hash=item36f8cb41d8:g:l4YAAOSwiMxoJPMC&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1fGHRlLu%2Bk8wGIZC3TnKeOd7B%2F5DhoQLaIkGbdKZb9SexoCS2rwm284wC1X4NNF%2BjW3IaqwM978i3tcrbo8ECE7Ccqb7ATO708lc1bhFfVuXpBvPp2HPZKiY8kbz4OEFJ8bYY5QkmEci6Jxgp5nS2rRILG53TdFuEiV%2FhTrScvX%2FVtGBn2c5ZTdVqe2chRx9LtOxDqds2ZnSRlk06grhPt2wThhd7zxmdGhs4i9pejVnC98FpJ%2B%2FH942PrjJbBJFQz%2BklScauIoDHKROdQlJ1hsQ6FaJfvv7cdqOg6RLvCBxg%3D%3D%7Ctkp%3ABk9SR6Kh2-fgZQ,https://i.ebayimg.com/images/g/l4YAAOSwiMxoJPMC/s-l500.webp,2025-05-25T09:07:26.455891,
2019 FORD TRANSIT 2.0 350 ECOBLUE TREND PANEL VAN NON RUNNER / SPARES OR REPAIR,2019.0,,5700.0,"£5,700.00",Pre-owned,N/A,,N/A,Auction,N/A,42.0,"north-west-repo-cars (1,674) 99.6%",https://www.ebay.co.uk/itm/197221802057?_skw=ford+transit&itmmeta=01JW37PT2894MM7CGQPM5VA5X6&hash=item2deb55e049:g:yb8AAOSwEktoHK3K&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cVVGtfsQD8TX1vppQUUFJ0%2FuXRaIEA%2FWb46sBEZbFHsMKEostP8euJGUmU3bca%2BPNobPAU9iBPSCsCdztt6ZQovnaLSFxvSdFUi6si0HZkbKrCjHRr0PGMHkdJfOypNqr1jXkk2p9qTBcSMFzhV6si%2Fuzu1WqpLllYX5JnCD%2FbFroj7g%2FYR5QVufXhOW6xtQhGEt945R6NJur7upNDuYfTvIjjqqEHymPMBfds79BBXpBgcPemoMrVySP%2Fr4qxre0%3D%7Ctkp%3ABk9SR6Kh2-fgZQ,https://i.ebayimg.com/images/g/yb8AAOSwEktoHK3K/s-l500.webp,2025-05-25T09:07:26.484026,
Ford Transit Custom 2017 New Engine 10k miles ago ULEZ FREE,2017.0,,4500.0,"£4,500.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,smart-vpn (177) 100%,https://www.ebay.co.uk/itm/156975527550?_skw=ford+transit&itmmeta=01JW37PT28ZVBWMTX2PV8687YR&hash=item248c78767e:g:vZwAAOSwgd9oH9BD&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1eBzwG5RyWDoXUemglfrKfaOWhZ8inX2kZhonvpYsjLxR0lCqe6Z1jcyiphe0tKn8IuG71TPui9bIXuKBHoXKQf0etuWrKog1IG9oODiD7Gdn0wYGrJkc%2BXhE4TGmiflSUbFTvyr%2FzXnNGIfcE74UQ3FyKdygz0Q3si7p%2FlzMpduHKqX7lHoYuCsMHh0aEwDJDaLUmsmQ5HI05NrcWjZ0DwrTEgGm6YXoehP0%2FAjSZjE4uDccFBhypkLLatWAF587mZqKAyXRxTGMKVJBp2toL779YX776rugzbtOw3C8TE%2Bw%3D%3D%7Ctkp%3ABk9SR6Kh2-fgZQ,https://i.ebayimg.com/images/g/vZwAAOSwgd9oH9BD/s-l500.webp,2025-05-25T09:07:26.511140,
2007 / 56 Ford Transit Dropside 2.4 Diesel,2007.0,,1220.0,"£1,220.00",Dealer Part Exchange No Reserve,N/A,,N/A,Auction,N/A,14.0,"a30carsalesofhook (2,165) 99.4%",https://www.ebay.co.uk/itm/388381841688?_skw=ford+transit&itmmeta=01JW37PT28RWHCSW5PXYW2MD0P&hash=item5a6d5c9918:g:1h0AAOSw3n1oG4JC&itmprp=enc%3AAQAKAAAA8FkggFvd1GGDu0w3yXCmi1dPibuSEIU4ssYsH2fZcKAwGl4d9BSMDp9kRccXoFICN8GxfXO%2Bg0yv4vzIrSZCqBqTfV24US2%2F0yap7YlZ44wzUJvTkwNDA9MFE1mv75D2oDSSK6ENpG4K5BCombFatupnQRXniRfmnk%2F5jpgysgNFFwRPiVqQy%2FXS%2FZ9PySOWu2A0JUAK1QS3E1Xdm2D%2BG%2Bk4jKs%2BfGvAwQ%2FhOFOfBfvo5Slxw2wDcTNt1OY6jfLM4q%2F02iLj6O8hAH3xZv6Z2KfJVNwCaZsMZtCv%2BJm3qGV0TnDkKgrmBrvZpYtFzAGj6A%3D%3D%7Ctkp%3ABk9SR6Kh2-fgZQ,https://i.ebayimg.com/images/g/1h0AAOSw3n1oG4JC/s-l500.webp,2025-05-25T09:07:26.541365,
ford transit 100 t350,,,5150.0,"£5,150.00","NO VAT, camera, parking sensors",N/A,,N/A,Auction,N/A,4.0,lemonlocks (775) 100%,https://www.ebay.co.uk/itm/236090250180?_skw=ford+transit&itmmeta=01JW37PT28Z147X6ZCEMGC3ZYE&hash=item36f81353c4:g:1s8AAOSwOn9oGPD9&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1ebZMAQkBXADuec4foSO25FNWAOebrcATtLq3EOv5lyboO4w7aEMthH33JPzRL5I88hExwHMFT9i7n7fSOWpam2yEzioD3nkZDRoDfOnd6vqhM2P1Hul0xhk%2FNtjRzTtc29D8%2FTwZrbYty8DAiPk%2BcOip0VBRr2SFXnbYDvXOZb5VZvvoFNF81O61dFvV2LgKb9UkZbLnDZwLsClHyeJQRC83fNzqT7QqCslj5%2B51BW5kMLlGaQZPFFo%2FcR9Z2AdBg%3D%7Ctkp%3ABk9SR6Kh2-fgZQ,https://i.ebayimg.com/images/g/1s8AAOSwOn9oGPD9/s-l500.webp,2025-05-25T09:07:26.571834,
NO VAT - Ford Transit Custom 2.2TDCI 100 270 SWB Trend Van,,,4000.0,"£4,000.00",Pre-owned,N/A,,N/A,Buy It Now,N/A,,drvehiclesales (101) 100%,https://www.ebay.co.uk/itm/177079196356?_skw=ford+transit&itmmeta=01JW37PT28G7RV8MTX7PEFH60Q&hash=item293abe1ac4:g:NokAAOSwXiJoG63V&itmprp=enc%3AAQAKAAAA0FkggFvd1GGDu0w3yXCmi1cXuyA99avgN7huRWpJoq6YspTCvXy8GCqfvaDP%2BpprXZdqD5qPnxrdPknV7VvNZLiOTcW2a%2BsxTIG83J7vXqG6fCvMLRrfPGg89hNJyXUgGtGHPTboN1IgLtTvoY5CRkuaObYvNCFqLr6DC7ZJ3IK7uXct2TI0mVu5d62udv1skIAsd1ZPb8Db3rDrRJ1ipDnxqbMyooANXKge8hci1jgM1zZv1JOv0h4tkdpcBLw5BumUWGKP3klXa7tLRFlC3Wg%3D%7Ctkp%3ABk9SR6Kh2-fgZQ,https://i.ebayimg.com/images/g/NokAAOSwXiJoG63V/s-l500.webp,2025-05-25T09:07:26.599661,
